,Station,Previous Station Code,Up/Down Line,Day of Week,Hour,Minute,Number of Transfer,GetIn_cnt,GetOut_cnt,PrevCongestion0,PrevCongestion1,PrevCongestion2,PrevCongestion3,PrevCongestion4,PrevCongestion5,PrevCongestion6,PrevCongestion7,PrevCongestion8,PrevCongestion9,sin_time,cos_time,sin_minute,cos_minute,Route Code_0.0,Route Code_1.0,Route Code_2.0,Route Code_3.0,Route Code_4.0,Route Code_5.0,Fast Transfer0,Fast Transfer1,Fast Transfer2,Fast Transfer3,Fast Transfer4,Fast Transfer5,Fast Transfer6,Fast Transfer7,Fast Transfer8,Fast Transfer9,Fast Get Off0,Fast Get Off1,Fast Get Off2,Fast Get Off3,Fast Get Off4,Fast Get Off5,Fast Get Off6,Fast Get Off7,Fast Get Off8,Fast Get Off9
3820,206,206,1,0,6,50,1.0,155.9763144570761,119.1059822550646,29.166666666666668,39.66666666666666,32.166666666666664,35.333333333333336,37.5,37.66666666666666,40.66666666666666,27.166666666666668,28.166666666666668,25.0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
22789,238,238,0,4,8,20,1.0,489.37937086460215,820.1762692373022,34.0,47.0,47.0,52.0,34.0,39.0,47.0,38.0,37.0,24.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
4989,207,207,0,3,6,30,0.0,210.1138384083975,90.71273989240834,20.0,29.0,22.0,28.0,18.0,16.0,19.0,22.0,20.0,17.0,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26340,243,243,0,1,6,20,1.0,58.09301868920587,62.73171288826815,10.0,15.0,19.0,23.0,19.0,21.0,13.0,14.0,9.0,7.0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
27652,231,231,1,1,9,30,0.0,422.7614617346644,110.66350063403986,26.2,27.0,33.8,46.4,40.8,32.0,37.6,31.2,28.2,16.6,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
15117,223,223,0,0,10,40,0.0,634.3473722485485,1391.838947276856,44.833333333333336,47.0,61.833333333333336,71.66666666666667,79.83333333333333,64.83333333333333,64.0,60.833333333333336,52.0,50.0,0.4999999999999999,-0.8660254037844387,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
30079,235,235,0,1,10,0,0.0,543.7090230220965,452.2028003126828,19.0,25.0,28.0,22.0,23.0,16.0,19.0,16.0,12.0,11.0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
23689,239,239,0,3,6,40,2.0,216.59401946206907,130.6534608045004,8.0,19.0,12.0,11.0,10.0,10.0,13.0,13.0,8.0,6.0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
26502,243,243,0,2,10,20,1.0,137.1347296550365,191.04187353559328,16.0,21.0,26.0,24.0,26.0,21.0,18.0,21.0,20.0,15.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
17969,228,228,1,2,8,20,0.0,1285.0665334126566,484.267841953751,48.0,55.0,43.0,45.0,56.0,49.0,49.0,49.0,44.0,31.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
18069,228,228,0,0,6,40,0.0,1037.3599451725374,353.2236851735985,47.833333333333336,50.833333333333336,55.0,58.0,73.33333333333333,62.16666666666666,61.0,59.0,52.0,69.16666666666667,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
5198,207,207,0,2,8,0,0.0,1013.3295758397144,539.9189072863469,89.0,104.5,114.0,109.5,114.0,131.5,149.0,115.0,109.0,93.5,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2715,204,204,0,0,10,10,1.0,79.86646260301363,647.9688815963906,24.0,27.33333333333333,32.333333333333336,37.333333333333336,36.66666666666666,36.333333333333336,31.33333333333333,31.33333333333333,32.333333333333336,33.333333333333336,0.4999999999999999,-0.8660254037844387,0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
24036,240,240,1,0,8,20,0.0,1229.578871451161,1866.4872397830788,142.0,141.0,155.0,193.0,169.0,169.0,147.0,163.0,143.0,138.0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
5697,208,208,0,0,9,10,3.0,139.44200088484772,89.78159375244404,31.666666666666668,42.333333333333336,52.333333333333336,50.333333333333336,41.0,37.0,40.0,36.66666666666666,33.666666666666664,35.666666666666664,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
22375,237,237,0,2,7,0,1.0,499.318033138628,319.51407147994166,25.0,35.0,27.0,23.0,25.0,25.0,29.0,22.0,20.0,20.0,0.9659258262890684,-0.2588190451025206,0.0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
13985,221,221,0,1,6,20,0.0,168.41771489209194,742.7242899466378,51.16666666666666,45.333333333333336,39.833333333333336,43.333333333333336,48.333333333333336,43.333333333333336,37.66666666666666,38.833333333333336,32.666666666666664,24.666666666666668,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
25675,242,242,1,1,10,0,0.0,642.7438177274781,274.79353268470834,26.0,25.0,23.0,21.0,24.0,21.0,24.0,23.0,22.0,20.0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
13505,221,221,1,4,6,20,0.0,99.83981935448342,440.2948881355542,18.0,17.0,19.0,21.0,22.0,28.0,20.0,20.0,14.0,12.0,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
6280,209,209,1,2,9,20,0.0,43.48429302843686,103.73293967708496,38.0,41.0,49.0,54.0,40.0,40.0,47.0,38.0,37.0,46.0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
9434,214,214,1,3,7,10,0.0,1339.3148847112764,442.2598081514382,22.4,30.4,34.4,38.6,28.4,32.4,35.4,24.2,26.4,22.2,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0
28082,234,234,1,0,9,0,2.0,851.1594452358738,354.36511511308214,58.0,49.0,48.0,55.0,64.0,64.0,78.0,63.0,65.0,56.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
23277,239,239,1,0,7,40,2.0,1424.8229552435582,862.1643892517473,73.5,72.5,73.5,70.5,69.5,75.25,84.25,67.75,65.5,71.5,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
20982,236,236,1,4,8,50,1.0,915.8740615092956,2468.227020676791,62.0,73.0,63.2,61.0,67.0,65.8,79.6,76.8,70.8,61.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
12292,218,218,0,2,10,20,1.0,150.57313165522163,154.35603597172687,14.0,10.0,18.0,19.0,21.0,18.0,17.0,12.0,11.0,9.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
13741,221,221,1,2,6,0,0.0,99.83981935448342,440.2948881355542,14.0,16.0,16.0,17.0,14.0,16.0,15.0,13.0,12.0,9.0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
5157,207,207,0,1,10,50,0.0,622.8563884615058,192.10761080235537,18.0,27.666666666666668,32.666666666666664,29.666666666666668,30.666666666666668,30.666666666666668,30.666666666666668,24.666666666666668,21.666666666666668,20.666666666666668,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12250,218,218,0,2,6,50,1.0,52.79058660104278,84.10976496128421,23.0,20.25,25.25,26.5,24.25,15.75,21.25,11.75,11.75,10.75,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8904,213,213,1,1,8,0,0.0,1806.0495635479624,618.4265706270891,53.0,60.0,71.4,63.2,61.0,46.8,58.2,58.0,41.6,47.8,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20516,233,233,1,1,8,40,1.0,1426.6928880630005,833.6991185330926,41.4,47.2,42.4,52.0,46.2,54.8,72.2,57.6,51.0,44.4,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0
22920,238,238,0,0,10,30,1.0,373.6590811333027,285.51140930629595,9.666666666666666,14.333333333333334,19.5,17.0,20.5,17.0,19.5,17.0,11.666666666666666,7.166666666666667,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
10958,216,216,0,3,9,10,1.0,562.1846628690673,403.6734393028521,37.5,32.0,38.5,43.0,40.75,38.5,35.5,27.0,26.75,22.5,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
11376,217,217,1,2,9,0,0.0,356.6293442042088,199.3030382212784,62.4,68.2,83.8,93.8,92.8,93.8,101.8,81.0,68.2,55.0,0.7071067811865476,-0.7071067811865475,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
11724,218,218,1,4,8,0,1.0,488.04060024257615,582.0605017334108,70.0,91.4,91.0,105.4,95.4,109.8,112.8,95.4,81.2,81.2,0.8660254037844387,-0.4999999999999998,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
15452,224,224,1,3,8,40,0.0,162.37878804783014,696.1030567832337,40.6,48.6,58.6,54.6,47.6,62.8,43.6,46.6,25.4,27.2,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24588,240,240,0,1,9,50,0.0,115.49955674741967,120.22637912639334,12.25,15.0,24.5,20.75,17.75,15.0,12.25,14.0,9.25,9.25,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
8999,213,213,1,2,10,50,0.0,1070.1749926791106,245.15816486108568,17.0,23.0,28.5,23.0,20.5,19.5,18.5,19.5,14.0,12.0,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
27171,230,230,1,2,9,30,1.0,729.7518523232908,195.32637773954312,23.0,22.0,26.0,38.0,34.0,27.0,35.0,29.0,24.0,13.0,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24210,240,240,1,2,7,50,0.0,825.883745480845,811.7269792198414,105.75,106.75,99.5,118.25,116.25,105.0,104.75,89.25,88.25,103.75,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
5576,208,208,0,4,7,20,3.0,350.4163437990075,176.5429068151762,42.0,41.0,39.0,32.0,30.5,32.5,38.0,38.0,32.5,40.0,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
24400,240,240,0,0,9,30,0.0,115.49955674741967,120.22637912639334,15.0,21.5,29.5,28.5,20.5,20.5,19.5,22.5,16.0,11.5,0.7071067811865476,-0.7071067811865475,5.66553889764798e-16,-1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
14819,223,223,1,0,10,50,0.0,160.8937236418625,353.0213266957468,22.5,25.5,33.5,34.5,35.5,37.5,31.5,22.5,22.0,14.0,0.4999999999999999,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16413,225,225,0,1,8,40,0.0,821.877176560587,1926.7221081974544,160.33333333333334,185.66666666666663,224.3333333333333,209.66666666666663,213.0,213.0,233.16666666666663,208.0,198.66666666666663,192.66666666666663,0.8660254037844387,-0.4999999999999998,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
430,201,201,0,2,9,50,1.0,22.84191986925668,193.8538097458193,19.0,22.0,30.0,31.0,25.0,25.0,22.0,21.0,18.0,16.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
12107,218,218,0,0,9,50,1.0,52.79058660104278,84.10976496128421,14.0,16.142857142857142,22.0,22.857142857142858,22.142857142857142,19.0,21.0,18.0,20.0,15.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
12725,219,219,0,3,6,20,0.0,91.09900853724577,514.3975313707011,28.166666666666668,26.33333333333333,20.0,21.0,20.0,18.166666666666668,17.5,20.0,15.666666666666666,12.833333333333334,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
23366,239,239,1,3,10,0,2.0,1424.8229552435582,862.1643892517473,25.6,26.8,25.8,24.0,26.8,29.6,29.6,30.0,26.8,23.0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
11393,217,217,1,2,10,20,0.0,1144.5777837992914,355.7016502973344,25.0,28.0,36.0,40.0,44.0,46.0,43.5,31.0,33.0,23.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26756,243,243,1,2,6,10,1.0,147.87684432449274,159.6847254678962,40.833333333333336,36.833333333333336,30.83333333333333,24.83333333333333,19.83333333333333,32.666666666666664,19.83333333333333,15.0,16.0,20.83333333333333,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
20178,232,232,0,2,9,20,0.0,944.4489768023852,379.691800195108,42.16666666666666,58.0,68.66666666666667,67.66666666666667,68.83333333333333,57.0,70.83333333333333,64.66666666666667,63.0,46.0,0.7071067811865476,-0.7071067811865475,0.8660254037844387,-0.4999999999999998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7063,210,210,0,4,6,40,0.0,117.2598662353383,215.17334854291167,9.0,10.0,8.0,11.0,9.0,6.0,7.0,8.0,9.0,13.0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
13059,220,220,1,3,9,10,1.0,152.29983071728412,570.6219169771351,41.0,49.5,60.0,67.0,67.5,68.5,67.0,56.0,41.5,33.0,0.7071067811865476,-0.7071067811865475,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6267,209,209,1,2,8,10,0.0,152.22848583001868,917.4219373040456,138.0,118.2,114.4,124.2,110.6,106.6,105.6,105.6,103.8,127.2,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
20129,232,232,0,1,10,20,0.0,2407.422495934928,1492.4829439546563,28.0,34.0,39.0,40.0,40.0,33.0,39.0,37.0,34.0,25.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
17161,227,227,1,0,6,0,0.0,171.79641303193503,64.79957147070175,13.0,24.0,15.0,20.0,22.0,23.0,23.0,17.0,14.0,9.0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
28140,234,234,1,3,7,20,2.0,2231.0603742877192,681.437423432282,53.0,47.0,51.0,84.0,68.0,65.0,83.0,66.0,71.0,69.0,0.9659258262890684,-0.2588190451025206,0.8660254037844387,-0.4999999999999998,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0
1441,202,202,0,2,7,40,0.0,138.80621598732642,1709.0487155413548,81.0,63.0,63.0,80.0,83.0,90.0,70.0,59.0,60.0,80.0,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
11235,217,217,1,3,7,10,0.0,1144.5777837992914,355.7016502973344,34.0,35.0,46.0,49.0,38.0,42.0,38.0,38.0,37.0,33.0,0.9659258262890684,-0.2588190451025206,0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
14689,222,222,0,2,10,0,1.0,875.5981258872872,3335.9411021588103,45.16666666666666,58.833333333333336,66.83333333333333,85.66666666666667,89.5,69.83333333333333,71.66666666666667,58.833333333333336,55.333333333333336,39.16666666666666,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
878,202,202,1,3,6,40,0.0,59.11615643758369,436.6771080443458,37.16666666666666,35.333333333333336,22.666666666666668,20.666666666666668,20.83333333333333,23.83333333333333,24.83333333333333,23.83333333333333,14.5,15.666666666666666,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
11791,218,218,1,0,8,30,1.0,488.04060024257615,582.0605017334108,125.0,146.0,156.0,166.0,172.0,182.0,162.0,157.0,124.0,121.0,0.8660254037844387,-0.4999999999999998,5.66553889764798e-16,-1.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
10906,216,216,0,0,9,50,1.0,562.1846628690673,403.6734393028521,16.0,23.0,26.0,26.0,26.0,22.0,23.0,21.0,20.0,16.0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
12767,219,219,0,3,9,50,0.0,91.09900853724577,514.3975313707011,27.166666666666668,30.33333333333333,40.333333333333336,43.333333333333336,40.333333333333336,38.333333333333336,43.333333333333336,46.333333333333336,38.333333333333336,36.333333333333336,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
7565,211,211,1,0,6,20,1.0,139.12154789431838,449.3112180995948,26.2,17.4,23.6,26.2,15.4,16.4,20.0,14.8,16.4,23.6,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
16168,225,225,1,2,8,20,0.0,175.2543302887281,410.84775481624433,48.4,50.2,52.2,53.2,53.2,57.4,51.6,44.4,31.6,22.6,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1503,203,203,1,4,6,10,1.0,31.14545582531636,255.49050798811427,26.6,28.8,24.6,18.4,12.2,21.4,39.0,18.6,20.6,15.4,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
13449,220,220,0,2,6,40,1.0,185.69468983066108,695.7424665845086,32.166666666666664,27.666666666666668,30.33333333333333,31.33333333333333,33.0,34.166666666666664,34.166666666666664,30.33333333333333,17.5,14.666666666666666,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3711,205,205,0,2,8,50,2.0,237.0111384766292,1006.0791114172296,66.33333333333333,78.33333333333333,89.66666666666667,88.0,83.0,83.0,81.66666666666667,71.66666666666667,74.0,79.0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
25518,242,242,1,0,6,50,0.0,246.7251919471868,153.28663696565698,52.25,33.75,31.5,41.0,40.75,32.75,29.75,25.75,20.5,29.75,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
29952,235,235,0,3,8,0,0.0,622.2565262671027,1574.040576809993,112.0,133.0,139.0,149.0,109.0,101.0,110.0,72.0,87.0,88.0,0.8660254037844387,-0.4999999999999998,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
17246,227,227,1,3,8,10,0.0,819.7352474768456,253.5254652867424,36.8,45.0,36.6,38.6,45.0,41.2,47.6,34.2,34.0,27.0,0.8660254037844387,-0.4999999999999998,0.8660254037844386,0.5000000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
27189,230,230,1,2,10,30,1.0,1908.9155452174623,309.5623031531333,16.0,18.0,23.0,23.0,21.0,21.0,23.0,20.0,14.0,10.0,0.4999999999999999,-0.8660254037844387,5.66553889764798e-16,-1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8952,213,213,1,2,7,0,0.0,1070.1749926791106,245.15816486108568,13.0,17.0,20.0,16.0,14.0,17.0,11.0,16.0,15.0,11.0,0.9659258262890684,-0.2588190451025206,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8010,211,211,0,1,8,30,1.0,524.0058241790703,4381.678237412083,91.0,95.25,91.25,87.0,97.5,106.25,105.25,82.25,88.25,118.5,0.8660254037844387,-0.4999999999999998,5.66553889764798e-16,-1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
30322,243,243,0,0,7,50,1.0,137.1347296550365,191.04187353559328,35.0,44.0,52.0,47.0,47.0,46.0,40.0,44.0,32.0,24.0,0.9659258262890684,-0.2588190451025206,-0.8660254037844386,0.5000000000000001,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
12729,219,219,0,3,6,40,0.0,91.09900853724577,514.3975313707011,32.333333333333336,25.83333333333333,26.83333333333333,25.83333333333333,23.166666666666668,26.666666666666668,26.83333333333333,27.666666666666668,13.833333333333334,11.166666666666666,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24240,240,240,1,2,10,20,0.0,825.883745480845,811.7269792198414,40.5,35.5,32.75,30.0,33.5,28.75,33.5,34.5,24.25,25.0,0.4999999999999999,-0.8660254037844387,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
24549,240,240,0,1,7,40,0.0,289.0998161629905,284.14425365687083,34.25,35.5,37.5,34.25,33.25,38.5,32.25,34.0,37.5,24.0,0.9659258262890684,-0.2588190451025206,-0.8660254037844384,-0.5000000000000004,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
25452,242,242,1,4,6,20,0.0,246.7251919471868,153.28663696565698,42.5,29.75,21.5,31.0,20.5,22.75,29.0,27.75,19.0,13.75,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
6463,209,209,0,0,10,0,0.0,70.20143758956772,156.85737262089793,20.0,24.0,27.0,27.0,26.0,28.0,26.0,29.0,22.0,20.0,0.4999999999999999,-0.8660254037844387,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
